created_at_x,email,estado_civil,id,name,prob_de_churn,team_id,updated_at_x,tempo_de_assinatura,historico_de_presenca_nos_jogos,historico_de_socio,numero_de_desistencias_no_periodo,historico_de_preco_nos_planos,tipo_de_plano,quantos_membros,planos_com_ingresso_incluso,feedback_sobre_servicos,frequencia_de_compra_de_produtos,tipo_pagamento,recorrencia,renda_mensal,aprovacao_cartao,LTV,CAC,expected_payments,ROI,investimento_mkt
2024-02-16 20:59:20 UTC,asa@gerhold.test,divorciado,16,Dr. Kathline Kunze,0.70170075,1,2024-02-16 20:59:20 UTC,87,1,34,2,272,familiar,2,f,4,5,pix,False,1501-2500,True,2366.3999999999996,2.9831313741227707,-598.4000000000001,792.2604043279424,0.0
2024-02-16 20:59:20 UTC,clement@kozey.test,solteiro,17,Gov. Myles Boyle,0.67060107,1,2024-02-16 20:59:20 UTC,9,47,17,2,447,individual,4,f,1,2,cartão de débito,True,2501-5000,True,402.3,2.9696150663899674,2503.2,134.47210362488454,0.0
2024-02-16 20:59:20 UTC,adela@hamill.test,divorciado,18,Sergio Watsica,0.68312705,1,2024-02-16 20:59:20 UTC,61,38,34,3,472,individual,7,f,1,0,cartão de débito,True,1501-2500,True,2879.2,3.0094274199778583,188.8,955.7268447435039,287.61906
2024-02-16 20:59:20 UTC,ed.osinski@reinger.example,casado,19,Lavern Witting,0.6574067,1,2024-02-16 20:59:20 UTC,52,66,26,1,132,familiar,5,t,8,6,boleto,False,1501-2500,True,686.4,2.972759277734364,171.6,229.89659668748143,0.0
2024-02-16 20:59:20 UTC,ruben@gislason.example,divorciado,20,Thanh Nolan,0.6875039,1,2024-02-16 20:59:20 UTC,54,73,30,8,112,individual,6,t,7,8,cartão de débito,True,1501-2500,True,604.8000000000001,2.957630888959941,123.20000000000002,203.48799147235025,0.0
2024-02-16 20:59:20 UTC,bradly_doyle@goldner.example,solteiro,21,Ernesto Becker,0.6372039,1,2024-02-16 20:59:20 UTC,60,45,26,4,93,familiar,5,f,1,1,pix,False,0-1500,True,558.0,3.0439694630676466,46.5,182.31327129598063,0.0
2024-02-16 20:59:20 UTC,hallie_ferry@miller.test,solteiro,22,Belia Spencer,0.6510332,1,2024-02-16 20:59:20 UTC,69,11,26,1,114,individual,5,t,3,9,boleto,False,0-1500,True,786.6,2.993226710985404,-45.6,261.7933250472172,0.0
2024-02-16 20:59:20 UTC,carlos@rau-mccullough.test,solteiro,23,Casey Pfeffer,0.6436826,1,2024-02-16 20:59:20 UTC,46,30,1,3,23,individual,6,f,2,6,cartão de débito,True,2501-5000,True,105.8,3.0020258461406377,43.699999999999996,34.24286779076702,0.0
2024-02-16 20:59:20 UTC,genie.corkery@gulgowski.test,casado,24,Bret Wintheiser,0.6717824,1,2024-02-16 20:59:20 UTC,52,15,27,6,111,individual,7,t,7,4,boleto,False,1501-2500,True,577.2,2.957257554413596,144.3,194.1808354123741,0.0
2024-02-16 20:59:20 UTC,pia@dubuque-corwin.test,divorciado,25,Ivan Mayer,0.6439689,1,2024-02-16 20:59:20 UTC,82,30,34,0,332,familiar,3,f,8,5,cartão de débito,True,2501-5000,True,2722.3999999999996,2.9836685182642446,-564.4,911.4337986391872,271.94163
2024-02-16 20:59:20 UTC,desire.daugherty@altenwerth.test,casado,26,Ms. Morgan Reilly,0.6729431,1,2024-02-16 20:59:20 UTC,62,38,5,2,383,familiar,5,f,8,18,cartão de crédito,True,2501-5000,True,2374.6,3.003327677691296,114.89999999999999,789.6563168709554,0.0
2024-02-16 20:59:20 UTC,raleigh.collier@veum.example,solteiro,27,Corliss Fadel,0.67161185,1,2024-02-16 20:59:20 UTC,61,56,31,2,271,individual,7,f,0,8,cartão de débito,True,2501-5000,True,1653.1,2.965470192677331,108.4,556.4495417563187,0.0
2024-02-16 20:59:20 UTC,loyd@rolfson-prosacco.example,divorciado,28,Rima Wintheiser,0.6649618,1,2024-02-16 20:59:20 UTC,46,23,8,6,78,individual,4,f,4,9,pix,False,1501-2500,True,358.79999999999995,3.01127094055037,148.2,118.15234699353292,0.0
2024-02-16 20:59:20 UTC,tien_gerlach@hamill-osinski.example,casado,29,Conrad Watsica,0.6863602,1,2024-02-16 20:59:20 UTC,72,24,35,8,454,individual,5,f,4,1,pix,False,2501-5000,True,3268.8,2.981980839302436,-317.79999999999995,1095.1841058524906,326.5818
2024-02-16 20:59:20 UTC,vance@upton-rath.example,solteiro,30,Isabel Heathcote,0.6731499,1,2024-02-16 20:59:20 UTC,52,62,31,0,338,familiar,7,t,8,8,cartão de débito,True,1501-2500,True,1757.6000000000001,2.9912491875062015,439.40000000000003,586.58060255933,0.0
2024-02-16 20:59:20 UTC,stephenie@thiel-jacobson.example,casado,31,Mr. Karen O'Reilly,0.6891961,1,2024-02-16 20:59:20 UTC,68,63,20,9,144,individual,4,t,3,0,boleto,False,5001-10000,True,979.1999999999999,2.981948801633118,-43.199999999999996,327.3758592581212,0.0
2024-02-16 20:59:20 UTC,raymond.boyle@donnelly.example,solteiro,32,Wallace Pfannerstill,0.6960047,1,2024-02-16 20:59:20 UTC,45,52,23,5,459,individual,7,f,0,0,cartão de débito,True,2501-5000,True,2065.5,3.055568345535268,918.0,674.9789886611651,0.0
2024-02-16 20:59:20 UTC,donte@bernhard.example,solteiro,33,Darrell Wilderman,0.75336707,1,2024-02-16 20:59:20 UTC,24,74,37,0,178,familiar,2,f,5,0,boleto,False,1501-2500,True,427.2,2.999595083257862,729.8,141.41922264255007,0.0
2024-02-16 20:59:20 UTC,ingrid@ohara-casper.test,divorciado,34,Pamela Hilpert,0.6755954,1,2024-02-16 20:59:20 UTC,14,11,5,1,497,individual,2,f,1,7,cartão de débito,True,0-1500,True,695.8,2.968268672131323,2534.7,233.4127425299377,0.0
2024-02-16 20:59:20 UTC,zane.lang@feeney.test,divorciado,35,Kieth Thompson III,0.6806055,1,2024-02-16 20:59:20 UTC,41,68,3,0,214,familiar,7,t,2,1,pix,False,0-1500,True,877.4,3.0246763473630955,513.6,289.0806232590521,0.0
2024-02-16 20:59:20 UTC,buster_roob@legros.example,casado,36,Stacey Davis,0.6778235,1,2024-02-16 20:59:20 UTC,81,12,35,2,273,individual,6,f,10,7,boleto,False,1501-2500,True,2211.2999999999997,2.9633746905008693,-436.8,745.2100581098794,0.0
2024-02-16 20:59:20 UTC,dominica@welch.test,casado,37,Jacklyn Wolff,0.6488494,1,2024-02-16 20:59:20 UTC,60,39,14,6,161,familiar,4,f,10,3,pix,False,1501-2500,True,966.0,3.0062659078501426,80.5,320.32886098915026,0.0
2024-02-16 20:59:20 UTC,claretta@keebler.test,solteiro,38,Liberty Cronin,0.650007,1,2024-02-16 20:59:20 UTC,69,43,12,2,17,individual,2,t,1,9,cartão de crédito,True,1501-2500,True,117.30000000000001,2.9412098962836066,-6.800000000000001,38.88154675673284,0.0
2024-02-16 20:59:20 UTC,hung@sipes.example,solteiro,39,Dorian Nikolaus,0.6876045,1,2024-02-16 20:59:20 UTC,29,73,1,7,398,familiar,6,t,3,3,boleto,False,1501-2500,True,1154.2,2.960154418533047,1432.8,388.9120913333916,0.0
2024-02-16 20:59:20 UTC,maria@wyman.test,divorciado,40,Bennett Jacobson,0.643228,1,2024-02-16 20:59:20 UTC,61,40,26,9,281,individual,1,t,8,5,cartão de débito,True,2501-5000,True,1714.1,3.0059058370760736,112.4,569.24407712896,0.0
2024-02-16 20:59:20 UTC,antone@mueller.example,divorciado,41,Skye Jerde,0.66990864,1,2024-02-16 20:59:20 UTC,67,15,4,6,378,individual,2,t,9,1,pix,False,1501-2500,True,2532.6,3.022153997399862,-75.60000000000001,837.0115646585003,0.0
2024-02-16 20:59:20 UTC,martine@treutel.example,divorciado,42,Mahalia Hansen,0.6428365,1,2024-02-16 20:59:20 UTC,50,39,24,9,16,familiar,5,f,2,5,boleto,False,0-1500,True,80.0,3.005141048435699,24.0,25.621046636610725,0.0
2024-02-16 20:59:20 UTC,torie_herman@morar.example,solteiro,43,Micah Terry,0.6649267,1,2024-02-16 20:59:20 UTC,18,66,1,9,424,familiar,3,f,2,5,cartão de débito,True,2501-5000,True,763.2,2.9965305515283527,1992.8000000000002,253.69454987226374,0.0
2024-02-16 20:59:20 UTC,tracey@willms.example,casado,44,Cierra Torphy,0.65913093,1,2024-02-16 20:59:20 UTC,83,60,25,1,192,individual,3,t,10,5,pix,False,2501-5000,True,1593.6000000000001,2.9909668891323213,-345.6,531.8042934177392,0.0
2024-02-16 20:59:20 UTC,raylene@daugherty.test,solteiro,45,Althea Stiedemann,0.6627222,1,2024-02-16 20:59:20 UTC,50,11,26,1,246,individual,7,t,3,4,cartão de crédito,True,2501-5000,True,1230.0,2.9556443402889774,369.0,415.15291232223876,0.0
2024-02-16 20:59:20 UTC,markita_hamill@casper.example,solteiro,46,Evelyn Bergnaum,0.6873167,1,2024-02-16 20:59:20 UTC,27,59,9,8,354,individual,7,t,7,7,pix,False,0-1500,True,955.8000000000001,2.978404673748159,1345.2,319.91005242654893,0.0
2024-02-16 20:59:20 UTC,monty@batz-renner.example,solteiro,47,Laquanda Luettgen,0.660075,1,2024-02-16 20:59:20 UTC,7,24,1,9,232,individual,2,f,2,5,boleto,False,1501-2500,True,162.39999999999998,2.986180836871206,1345.6,53.383846415060326,0.0
2024-02-16 20:59:20 UTC,serina.ondricka@keebler.test,divorciado,48,Coreen Harvey,0.6716305,1,2024-02-16 20:59:20 UTC,24,64,8,1,48,individual,4,t,5,6,cartão de débito,True,0-1500,True,115.19999999999999,3.0317136667865676,196.79999999999998,36.99831140455457,0.0
2024-02-16 20:59:20 UTC,earnest@mcclure.example,solteiro,49,Ruthanne Durgan DO,0.68217117,1,2024-02-16 20:59:20 UTC,42,56,2,7,250,individual,6,f,0,2,cartão de débito,True,5001-10000,True,1050.0,3.0103085486870538,575.0,347.801454408372,0.0
2024-02-16 20:59:20 UTC,augustus_glover@ernser.example,casado,50,Shameka Boyer,0.64866036,1,2024-02-16 20:59:20 UTC,85,20,6,7,3,familiar,1,t,4,5,boleto,False,0-1500,True,25.5,2.947108795339118,-6.0,7.652547893830218,0.0
2024-02-16 20:59:20 UTC,darwin_bins@graham-koch.example,solteiro,51,Lesley Zemlak,0.6720328,1,2024-02-16 20:59:20 UTC,7,59,28,6,206,individual,3,t,6,0,pix,False,0-1500,True,144.2,3.0097225190818437,1194.8,46.911393520752256,0.0
2024-02-16 20:59:20 UTC,kennith@ullrich.example,divorciado,52,Pat Hackett II,0.6722628,1,2024-02-16 20:59:20 UTC,77,42,32,6,299,familiar,7,t,5,1,boleto,False,2501-5000,True,2302.3,2.9884475315875103,-358.8,769.4000072495776,0.0
2024-02-16 20:59:20 UTC,nova@koepp-collier.test,casado,53,Carley Wilkinson Jr.,0.6728365,1,2024-02-16 20:59:20 UTC,85,30,29,1,288,familiar,6,f,2,1,cartão de débito,True,2501-5000,True,2448.0,2.9796923399908213,-576.0,820.5613293846105,0.0
2024-02-16 20:59:20 UTC,cristobal.cremin@morar-will.example,divorciado,54,Kam Schulist,0.68107915,1,2024-02-16 20:59:20 UTC,80,65,14,8,109,familiar,6,t,1,8,boleto,False,0-1500,True,872.0,3.0183502886652263,-163.5,287.8995367020888,0.0
2024-02-16 20:59:20 UTC,willie@romaguera-mccullough.example,divorciado,55,Angelina Hartmann,0.67362654,1,2024-02-16 20:59:20 UTC,49,25,32,8,291,familiar,4,t,8,13,cartão de débito,True,5001-10000,True,1425.9,3.0309299856748786,465.6,469.4496661880178,0.0
2024-02-16 20:59:20 UTC,clarence@bins.example,solteiro,56,Norberto Pacocha,0.68012166,1,2024-02-16 20:59:20 UTC,42,43,20,3,341,familiar,1,t,5,7,boleto,False,2501-5000,True,1432.2,3.027938403573486,784.3,471.99509075539936,0.0
2024-02-16 20:59:20 UTC,bryon@wilderman.test,casado,57,Fr. Latrisha Goyette,0.65254426,1,2024-02-16 20:59:20 UTC,18,45,26,6,474,familiar,7,f,8,8,pix,False,2501-5000,True,853.2,2.974823474303321,2227.8,285.80693404835137,0.0
2024-02-16 20:59:20 UTC,art@nader-goyette.example,divorciado,58,Darron Dickens,0.6596449,1,2024-02-16 20:59:20 UTC,19,38,26,5,51,familiar,3,f,3,1,pix,False,2501-5000,True,96.89999999999999,2.9907236287244636,234.6,31.400185383002977,0.0
2024-02-16 20:59:20 UTC,jamee.walter@boehm.example,solteiro,59,Israel Brown,0.6182073,1,2024-02-16 20:59:20 UTC,19,30,24,2,79,individual,2,t,5,6,boleto,False,2501-5000,True,150.1,3.0099379029421067,363.4,48.868138426803625,0.0
2024-02-16 20:59:20 UTC,brendon@hegmann.example,divorciado,60,Carman Rodriguez,0.6682181,1,2024-02-16 20:59:20 UTC,25,15,8,2,25,familiar,3,f,5,0,cartão de crédito,True,0-1500,True,62.5,3.0292663538136706,100.0,19.63205829402097,0.0
2024-02-16 20:59:20 UTC,nona.rowe@botsford-von.example,solteiro,61,Prof. Iris Heathcote,0.6665777,1,2024-02-16 20:59:20 UTC,12,43,37,2,284,familiar,7,t,1,9,cartão de crédito,True,2501-5000,True,340.8,2.9856247728646412,1505.2,113.14696283920833,0.0
2024-02-16 20:59:20 UTC,ali@ernser-rohan.example,solteiro,62,Porter Blanda,0.6760807,1,2024-02-16 20:59:20 UTC,38,47,17,4,222,individual,7,f,0,3,cartão de débito,True,5001-10000,True,843.5999999999999,2.9944302307000856,599.4000000000001,280.72304412074067,0.0
2024-02-16 20:59:20 UTC,ok@koelpin.example,casado,63,Lovella Flatley,0.68517476,1,2024-02-16 20:59:20 UTC,77,3,16,2,302,familiar,6,f,0,2,cartão de débito,True,2501-5000,True,2325.4,2.9668099507798193,-362.4,782.8048404107495,0.0
2024-02-16 20:59:20 UTC,hobert@mosciski.example,solteiro,64,Bill Mayer,0.6727919,1,2024-02-16 20:59:20 UTC,80,30,32,3,361,familiar,2,f,5,1,cartão de crédito,True,2501-5000,True,2888.0,2.96411380127758,-541.5,973.3215657763295,288.50359
2024-02-16 20:59:20 UTC,camellia_nader@mayert.example,casado,65,Anthony Lindgren Jr.,0.6770581,1,2024-02-16 20:59:20 UTC,23,39,26,4,100,familiar,4,t,6,9,cartão de débito,True,0-1500,True,229.99999999999997,3.024375774671826,420.0,75.04875092777029,0.0
2024-02-16 20:59:20 UTC,edra@friesen.example,divorciado,66,Heriberto Lynch,0.6760807,1,2024-02-16 20:59:20 UTC,79,6,21,4,325,familiar,6,f,3,1,boleto,False,2501-5000,True,2567.5,3.040687200857125,-454.99999999999994,843.3814935243124,0.0
2024-02-16 20:59:20 UTC,german@bartoletti.example,casado,67,Jackie Altenwerth DDS,0.6628788,1,2024-02-16 20:59:20 UTC,70,70,3,4,301,familiar,5,t,4,5,cartão de débito,True,2501-5000,True,2107.0,2.99783969635259,-150.5,701.8394488749827,0.0
2024-02-16 20:59:20 UTC,jana.jones@treutel.test,solteiro,68,Oralee Klein,0.7090287,1,2024-02-16 20:59:20 UTC,49,4,29,0,243,individual,3,t,0,3,cartão de crédito,True,1501-2500,True,1190.7,3.0301059869367606,388.8,391.9565517289776,0.0
2024-02-16 20:59:20 UTC,santa@torp-connelly.test,casado,69,Prof. Quinn Bailey,0.652334,1,2024-02-16 20:59:20 UTC,76,49,9,2,481,familiar,2,f,6,5,cartão de débito,True,0-1500,True,3655.6,3.010849080751429,-529.1,1213.1425564537622,365.25892
2024-02-16 20:59:21 UTC,ira_hessel@roob.test,casado,70,Alonzo Runolfsson,0.6356677,1,2024-02-16 20:59:21 UTC,5,30,10,2,326,individual,3,t,1,0,cartão de crédito,True,2501-5000,True,163.0,2.980646407361846,1956.0,53.68612432437781,0.0
2024-02-16 20:59:21 UTC,sebastian.hintz@christiansen.example,solteiro,71,Alysa MacGyver,0.65757954,1,2024-02-16 20:59:21 UTC,27,7,6,3,91,familiar,7,f,6,5,pix,False,2501-5000,True,245.70000000000002,3.0108418681652522,345.8,80.6050828168285,0.0
2024-02-16 20:59:21 UTC,francis_marquardt@gutmann.example,solteiro,72,Odette Robel,0.64786494,1,2024-02-16 20:59:21 UTC,62,28,30,1,158,individual,6,f,0,1,boleto,False,2501-5000,True,979.6,3.046141096993979,47.4,320.5872045345168,0.0
2024-02-16 20:59:21 UTC,hobert@kuhic.example,divorciado,73,Edmund Kris,0.67971545,1,2024-02-16 20:59:21 UTC,53,73,9,8,350,individual,1,f,2,8,boleto,False,2501-5000,True,1855.0,2.9989252188267015,420.0,617.5549370670035,0.0
2024-02-16 20:59:21 UTC,arnold@wintheiser-dubuque.example,casado,74,Rudy Medhurst,0.6854202,1,2024-02-16 20:59:21 UTC,33,63,2,8,181,individual,6,t,7,4,cartão de crédito,True,2501-5000,True,597.3,3.0469393096744204,579.2,195.03278545900025,0.0
2024-02-16 20:59:21 UTC,katelyn@howell.test,divorciado,75,Neida Bogan,0.6740215,1,2024-02-16 20:59:21 UTC,28,64,31,7,419,individual,2,t,1,10,pix,False,1501-2500,True,1173.1999999999998,2.9214076468773076,1550.3000000000002,400.58722842189906,0.0
2024-02-16 20:59:21 UTC,hermelinda@konopelski-lockman.example,casado,76,Pres. Shonda Dare,0.7517186,1,2024-02-16 20:59:21 UTC,16,74,29,0,362,individual,4,t,6,9,pix,False,1501-2500,True,579.2,3.0246570751312567,1773.8000000000002,190.49278269003943,0.0
2024-02-16 20:59:21 UTC,milda_stoltenberg@jones-crona.test,casado,77,Graig Herman,0.6760807,1,2024-02-16 20:59:21 UTC,26,44,22,3,210,individual,6,f,1,3,pix,False,0-1500,True,546.0,3.002611412047145,819.0,180.84171212076478,0.0
2024-02-16 20:59:21 UTC,robt_littel@reynolds.example,casado,78,Jerrell Kilback,0.67127746,1,2024-02-16 20:59:21 UTC,57,24,32,5,188,individual,2,f,5,20,boleto,False,2501-5000,True,1071.6000000000001,2.991029779486024,150.4,357.27125739421524,0.0
2024-02-16 20:59:21 UTC,kent@littel.test,casado,79,Shemika Botsford,0.67554843,1,2024-02-16 20:59:21 UTC,26,11,37,6,406,familiar,3,f,8,7,boleto,False,1501-2500,True,1055.6000000000001,3.002752823296065,1583.3999999999999,350.54408708249514,0.0
2024-02-16 20:59:21 UTC,hai_schoen@powlowski.test,divorciado,80,Bebe Harris,0.6748488,1,2024-02-16 20:59:21 UTC,21,44,14,5,19,individual,5,t,4,9,cartão de crédito,True,2501-5000,True,39.9,2.9403729325619734,83.60000000000001,12.569707283774637,0.0
2024-02-16 20:59:21 UTC,arnetta.schmitt@goyette-will.example,solteiro,81,Leonia Wehner DDS,0.6527147,1,2024-02-16 20:59:21 UTC,3,54,30,6,6,familiar,1,f,7,8,cartão de débito,True,1501-2500,True,1.7999999999999998,2.9934098433648746,37.2,-0.3986790669544167,0.0
2024-02-16 20:59:21 UTC,roselle.dicki@vandervort-mcclure.example,casado,82,Mr. Evan Predovic,0.66401887,1,2024-02-16 20:59:21 UTC,77,51,7,5,218,individual,7,f,9,2,pix,False,0-1500,True,1678.6000000000001,3.0107133771453523,-261.59999999999997,556.5422797608144,0.0
2024-02-16 20:59:21 UTC,heriberto.ernser@pacocha.test,divorciado,83,Mardell Altenwerth,0.6813007,1,2024-02-16 20:59:21 UTC,32,15,9,9,319,individual,5,t,0,3,boleto,False,2501-5000,True,1020.8000000000001,3.0443368213422453,1052.7,334.3111235405057,0.0
2024-02-16 20:59:21 UTC,larita@jaskolski-muller.example,casado,84,Roselle Macejkovic,0.676611,1,2024-02-16 20:59:21 UTC,45,3,13,9,268,familiar,5,f,6,5,cartão de débito,True,2501-5000,True,1206.0,2.9844518934517907,536.0,403.0943004127807,0.0
2024-02-16 20:59:21 UTC,jarod@christiansen.test,divorciado,85,Rep. Iris Kutch,0.7874903,1,2024-02-16 20:59:21 UTC,83,74,18,4,333,familiar,4,f,7,3,pix,False,1501-2500,True,2763.9,2.9757451919132043,-599.4,927.809364293385,276.09243
2024-02-16 20:59:21 UTC,jenice_harvey@corkery.test,solteiro,86,Corazon Treutel,0.6770187,1,2024-02-16 20:59:21 UTC,19,53,35,0,221,individual,1,t,2,0,pix,False,0-1500,True,419.9,2.9849472886924637,1016.5999999999999,139.67250084805832,0.0
2024-02-16 20:59:21 UTC,erlinda@schowalter-lowe.test,divorciado,87,Jewell Buckridge DC,0.6769144,1,2024-02-16 20:59:21 UTC,70,58,11,3,345,familiar,1,f,1,1,cartão de crédito,True,2501-5000,True,2415.0,3.027462063531062,-172.5,796.697856924846,0.0
2024-02-16 20:59:21 UTC,casey@sawayn.test,casado,88,Hassan Corwin,0.6792283,1,2024-02-16 20:59:21 UTC,19,51,15,7,58,individual,4,t,2,9,cartão de débito,True,5001-10000,True,110.19999999999999,3.0098625332897906,266.79999999999995,35.61296779542652,0.0
2024-02-16 20:59:21 UTC,cristen@mosciski.example,casado,89,Mr. Felicia Hammes,0.6813007,1,2024-02-16 20:59:21 UTC,74,37,3,5,361,familiar,3,f,5,6,boleto,False,2501-5000,True,2671.4,2.984107193886989,-324.90000000000003,894.2091283692566,266.84159
2024-02-16 20:59:21 UTC,clarinda@block.example,divorciado,90,Amb. Betty Cormier,0.6010712,1,2024-02-16 20:59:21 UTC,5,30,18,6,193,individual,2,f,4,0,pix,False,2501-5000,True,96.5,3.0153980229934008,1158.0,31.002408724870083,0.0
2024-02-16 20:59:21 UTC,felice@swaniawski.test,casado,91,Elaine Dickinson,0.70004123,1,2024-02-16 20:59:21 UTC,23,18,8,1,379,individual,4,f,3,2,cartão de débito,True,1501-2500,True,871.6999999999999,3.002912326480441,1591.8,289.2848652333698,0.0
2024-02-16 20:59:21 UTC,cory_bosco@jacobs-shanahan.test,casado,92,Quinn Harvey,0.65822893,1,2024-02-16 20:59:21 UTC,25,9,10,4,490,individual,5,f,1,5,pix,False,0-1500,True,1225.0,3.0290593497159866,1960.0,403.4159782193966,0.0
2024-02-16 20:59:21 UTC,sandie@brakus.example,divorciado,93,Yong Schaefer,0.63754934,1,2024-02-16 20:59:21 UTC,5,42,10,6,78,familiar,3,f,10,10,cartão de débito,True,2501-5000,True,39.0,2.9789384071836795,468.0,12.091912174468563,0.0
2024-02-16 20:59:21 UTC,orlando@considine-quigley.test,solteiro,94,Omer Mann,0.67462194,1,2024-02-16 20:59:21 UTC,65,65,4,0,345,individual,2,f,4,4,cartão de débito,True,1501-2500,True,2242.5,2.990170135602067,0.0,748.9573262738361,0.0
2024-02-16 20:59:21 UTC,zita_runte@huels.test,divorciado,95,Tommy Stiedemann,0.657466,1,2024-02-16 20:59:21 UTC,4,48,24,0,288,familiar,1,f,6,9,pix,False,2501-5000,True,115.2,2.988236755406035,1756.8,37.551162250310675,0.0
2024-02-16 20:59:21 UTC,eliz_oconner@shields.test,solteiro,96,Noah Willms,0.6808195,1,2024-02-16 20:59:21 UTC,41,5,33,7,198,familiar,1,t,1,6,boleto,False,5001-10000,True,811.8,2.9560945515560366,475.2,273.6190914538517,0.0
2024-02-16 20:59:21 UTC,mee.hickle@bahringer.example,solteiro,97,Gov. Sheri Connelly,0.6891222,1,2024-02-16 20:59:21 UTC,31,38,0,7,281,individual,6,t,6,2,cartão de crédito,True,0-1500,True,871.1,3.0088836083119372,955.4,288.5093707159746,0.0
