id,number,cvc,exp_month,exp_year,customer_id,card_status,stripe_id,created_at,updated_at
43,4242424242424242,333,3,2030,43,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
44,4000056655699556,950,6,2031,44,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
45,5555555555554444,969,8,2033,45,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
46,2223003122003222,403,2,2028,46,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
47,5200828282828210,520,6,2039,47,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
48,5105105105105100,532,7,2035,48,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
49,4242424242424242,746,8,2039,49,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
50,4000056655699556,915,1,2033,50,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
51,5555555555554444,607,5,2030,51,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
52,2223003122003222,605,7,2034,52,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
53,5200828282828210,773,9,2028,53,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
54,5105105105105100,284,3,2039,54,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
55,4242424242424242,423,11,2029,55,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
56,4000056655699556,919,9,2031,56,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
57,5555555555554444,723,3,2033,57,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
58,2223003122003222,238,5,2036,58,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
59,5200828282828210,437,8,2036,59,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
60,5105105105105100,983,9,2031,60,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
61,4242424242424242,816,9,2027,61,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
62,4000056655699556,495,7,2034,62,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
63,5555555555554444,534,7,2027,63,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
64,2223003122003222,151,10,2035,64,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
65,5200828282828210,934,8,2027,65,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
66,5105105105105100,738,8,2026,66,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
67,4242424242424242,622,8,2031,67,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
68,4000056655699556,132,6,2034,68,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
69,5555555555554444,879,7,2036,69,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
70,2223003122003222,206,8,2029,70,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
71,5200828282828210,106,11,2037,71,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
72,5105105105105100,122,4,2029,72,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
73,4242424242424242,652,7,2037,73,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
74,4000056655699556,927,4,2026,74,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
75,5555555555554444,739,6,2029,75,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
76,2223003122003222,445,7,2026,76,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
77,5200828282828210,418,1,2028,77,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
78,5105105105105100,537,11,2035,78,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
79,4242424242424242,977,5,2032,79,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
80,4000056655699556,711,11,2037,80,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
81,5555555555554444,351,8,2031,81,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
82,2223003122003222,709,4,2030,82,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
83,5200828282828210,534,5,2029,83,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
84,5105105105105100,768,5,2026,84,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
85,4242424242424242,137,11,2038,85,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
86,4000056655699556,974,5,2034,86,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
87,5555555555554444,235,1,2032,87,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
88,2223003122003222,897,5,2030,88,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
89,5200828282828210,538,8,2039,89,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
90,5105105105105100,486,5,2027,90,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
91,4242424242424242,316,3,2032,91,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
92,4000056655699556,787,9,2025,92,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
93,5555555555554444,481,8,2039,93,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
94,2223003122003222,427,5,2034,94,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
95,5200828282828210,897,9,2037,95,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
96,5105105105105100,540,3,2026,96,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
97,4242424242424242,457,1,2028,97,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
98,4000056655699556,811,5,2030,98,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
99,5555555555554444,185,2,2025,99,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
100,2223003122003222,728,5,2038,100,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
101,5200828282828210,426,9,2034,101,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
102,5105105105105100,717,10,2029,102,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
103,4242424242424242,447,1,2025,103,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
104,4000056655699556,932,8,2034,104,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
105,5555555555554444,935,3,2031,105,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
106,2223003122003222,853,8,2025,106,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
107,5200828282828210,787,3,2027,107,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
108,5105105105105100,725,10,2036,108,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
109,4242424242424242,958,7,2031,109,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
110,4000056655699556,422,6,2026,110,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
111,5555555555554444,749,4,2038,111,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
112,2223003122003222,109,3,2038,112,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
113,5200828282828210,652,8,2031,113,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
114,5105105105105100,936,3,2025,114,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
115,4242424242424242,656,11,2025,115,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
116,4000056655699556,589,5,2031,116,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
117,5555555555554444,310,8,2032,117,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
118,2223003122003222,367,3,2034,118,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
119,5200828282828210,904,10,2035,119,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
120,5105105105105100,983,6,2035,120,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
121,4242424242424242,347,2,2036,121,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
122,4000056655699556,757,11,2037,122,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
123,5555555555554444,227,3,2030,123,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
124,2223003122003222,657,11,2036,124,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
125,5200828282828210,804,7,2026,125,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
126,5105105105105100,646,8,2032,126,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
127,4242424242424242,481,4,2028,127,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
128,4000056655699556,249,6,2033,128,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
129,5555555555554444,893,11,2026,129,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
130,2223003122003222,257,3,2032,130,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
131,5200828282828210,472,10,2039,131,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
132,5105105105105100,153,1,2032,132,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
133,4242424242424242,910,10,2029,133,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
134,4000056655699556,336,1,2030,134,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
135,5555555555554444,420,7,2026,135,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
136,2223003122003222,713,11,2038,136,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
137,5200828282828210,582,11,2030,137,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
138,5105105105105100,242,8,2032,138,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
139,4242424242424242,117,8,2034,139,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
140,4000056655699556,702,3,2027,140,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
141,5555555555554444,650,8,2026,141,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
142,2223003122003222,614,7,2029,142,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
143,5200828282828210,533,8,2037,143,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
144,5105105105105100,509,11,2032,144,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
145,4242424242424242,434,10,2030,145,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
146,4000056655699556,357,11,2027,146,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
147,5555555555554444,259,6,2033,147,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
148,2223003122003222,266,2,2033,148,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
149,5200828282828210,152,7,2039,149,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
150,5105105105105100,157,9,2038,150,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
151,4242424242424242,856,7,2031,151,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
152,4000056655699556,274,8,2034,152,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
153,5555555555554444,249,4,2027,153,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
154,2223003122003222,201,7,2025,154,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
155,5200828282828210,762,1,2025,155,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
156,5105105105105100,828,11,2039,156,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
157,4242424242424242,628,6,2028,157,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
158,4000056655699556,436,8,2030,158,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
159,5555555555554444,523,8,2026,159,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
160,2223003122003222,785,4,2033,160,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
161,5200828282828210,139,4,2026,161,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
162,5105105105105100,309,2,2039,162,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
163,4242424242424242,442,11,2036,163,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
164,4000056655699556,827,9,2031,164,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
165,5555555555554444,285,2,2027,165,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
166,2223003122003222,672,10,2033,166,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
167,5200828282828210,609,2,2039,167,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
168,5105105105105100,650,4,2034,168,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
169,4242424242424242,705,5,2036,169,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
170,4000056655699556,640,9,2031,170,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
171,5555555555554444,228,10,2039,171,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
172,2223003122003222,733,5,2035,172,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
173,5200828282828210,525,7,2033,173,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
174,5105105105105100,285,10,2025,174,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
175,4242424242424242,718,3,2031,175,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
176,4000056655699556,486,3,2036,176,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
177,5555555555554444,231,5,2029,177,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
178,2223003122003222,231,7,2032,178,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
179,5200828282828210,678,4,2037,179,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
180,5105105105105100,734,2,2026,180,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
181,4242424242424242,561,10,2036,181,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
182,4000056655699556,672,1,2036,182,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
183,5555555555554444,691,11,2034,183,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
184,2223003122003222,584,11,2031,184,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
185,5200828282828210,732,1,2036,185,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
186,5105105105105100,432,5,2027,186,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
187,4242424242424242,899,1,2036,187,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
188,4000056655699556,262,5,2029,188,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
189,5555555555554444,600,8,2029,189,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
190,2223003122003222,679,7,2038,190,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
191,5200828282828210,965,7,2026,191,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
192,5105105105105100,965,3,2039,192,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
193,4242424242424242,692,5,2036,241,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
194,4000056655699556,725,6,2029,193,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
195,5555555555554444,742,2,2039,194,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
196,2223003122003222,875,8,2029,195,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
197,5200828282828210,744,9,2037,196,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
198,5105105105105100,385,6,2033,197,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
199,4242424242424242,330,4,2032,198,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
200,4000056655699556,713,11,2034,199,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
201,5555555555554444,187,10,2034,200,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
202,2223003122003222,401,7,2037,201,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
203,5200828282828210,209,8,2030,202,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
204,5105105105105100,653,9,2027,203,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
205,4242424242424242,738,1,2026,204,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
206,4000056655699556,731,9,2029,205,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
207,5555555555554444,993,10,2031,206,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
208,2223003122003222,778,11,2030,207,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
209,5200828282828210,707,6,2034,208,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
210,5105105105105100,146,8,2033,209,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
211,4242424242424242,985,4,2028,210,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
212,4000056655699556,305,10,2028,211,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
213,5555555555554444,233,10,2035,212,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
214,2223003122003222,737,2,2028,213,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
215,5200828282828210,745,2,2037,214,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
216,5105105105105100,935,4,2038,215,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
217,4242424242424242,828,11,2032,216,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
218,4000056655699556,616,3,2037,217,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
219,5555555555554444,408,11,2038,218,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
220,2223003122003222,757,7,2029,219,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
221,5200828282828210,193,3,2031,220,,,2024-02-16 20:59:45 UTC,2024-02-16 20:59:45 UTC
222,5105105105105100,241,2,2038,221,,,2024-02-16 20:59:46 UTC,2024-02-16 20:59:46 UTC
223,4242424242424242,867,3,2033,222,,,2024-02-16 20:59:46 UTC,2024-02-16 20:59:46 UTC
224,4000056655699556,949,2,2036,223,,,2024-02-16 20:59:46 UTC,2024-02-16 20:59:46 UTC
225,5555555555554444,485,9,2033,224,,,2024-02-16 20:59:46 UTC,2024-02-16 20:59:46 UTC
226,2223003122003222,432,3,2038,225,,,2024-02-16 20:59:46 UTC,2024-02-16 20:59:46 UTC
227,5200828282828210,339,6,2034,226,,,2024-02-16 20:59:46 UTC,2024-02-16 20:59:46 UTC
228,5105105105105100,198,2,2035,227,,,2024-02-16 20:59:46 UTC,2024-02-16 20:59:46 UTC
229,4242424242424242,754,8,2031,228,,,2024-02-16 20:59:46 UTC,2024-02-16 20:59:46 UTC
230,4000056655699556,924,4,2027,229,,,2024-02-16 20:59:46 UTC,2024-02-16 20:59:46 UTC
231,5555555555554444,952,7,2038,230,,,2024-02-16 20:59:46 UTC,2024-02-16 20:59:46 UTC
232,2223003122003222,349,8,2025,231,,,2024-02-16 20:59:46 UTC,2024-02-16 20:59:46 UTC
233,5200828282828210,151,6,2034,232,,,2024-02-16 20:59:46 UTC,2024-02-16 20:59:46 UTC
234,5105105105105100,415,2,2031,233,,,2024-02-16 20:59:46 UTC,2024-02-16 20:59:46 UTC
235,4242424242424242,441,2,2025,234,,,2024-02-16 20:59:46 UTC,2024-02-16 20:59:46 UTC
236,4000056655699556,394,3,2027,235,,,2024-02-16 20:59:46 UTC,2024-02-16 20:59:46 UTC
237,5555555555554444,263,2,2035,236,,,2024-02-16 20:59:46 UTC,2024-02-16 20:59:46 UTC
238,2223003122003222,103,9,2039,237,,,2024-02-16 20:59:46 UTC,2024-02-16 20:59:46 UTC
239,5200828282828210,933,6,2028,238,,,2024-02-16 20:59:46 UTC,2024-02-16 20:59:46 UTC
240,5105105105105100,680,7,2032,239,,,2024-02-16 20:59:46 UTC,2024-02-16 20:59:46 UTC
241,4242424242424242,179,2,2034,240,,,2024-02-16 20:59:46 UTC,2024-02-16 20:59:46 UTC
242,4000056655699556,768,2,2035,242,,,2024-02-16 20:59:46 UTC,2024-02-16 20:59:46 UTC
243,5555555555554444,588,10,2025,243,,,2024-02-16 20:59:46 UTC,2024-02-16 20:59:46 UTC
244,2223003122003222,504,8,2039,244,,,2024-02-16 20:59:46 UTC,2024-02-16 20:59:46 UTC
245,5200828282828210,500,6,2026,245,,,2024-02-16 20:59:46 UTC,2024-02-16 20:59:46 UTC
246,5105105105105100,143,7,2026,246,,,2024-02-16 20:59:46 UTC,2024-02-16 20:59:46 UTC
247,4242424242424242,515,8,2039,247,,,2024-02-16 20:59:46 UTC,2024-02-16 20:59:46 UTC
248,4000056655699556,679,7,2037,248,,,2024-02-16 20:59:46 UTC,2024-02-16 20:59:46 UTC
249,5555555555554444,576,9,2029,249,,,2024-02-16 20:59:46 UTC,2024-02-16 20:59:46 UTC
250,2223003122003222,334,2,2038,250,,,2024-02-16 20:59:46 UTC,2024-02-16 20:59:46 UTC
251,5200828282828210,198,4,2037,251,,,2024-02-16 20:59:46 UTC,2024-02-16 20:59:46 UTC
252,5105105105105100,469,4,2036,252,,,2024-02-16 20:59:46 UTC,2024-02-16 20:59:46 UTC
253,4242424242424242,370,6,2034,253,,,2024-02-16 20:59:46 UTC,2024-02-16 20:59:46 UTC
254,4000056655699556,218,10,2031,254,,,2024-02-16 20:59:46 UTC,2024-02-16 20:59:46 UTC
255,5555555555554444,321,7,2031,255,,,2024-02-16 20:59:46 UTC,2024-02-16 20:59:46 UTC
256,2223003122003222,851,5,2025,256,,,2024-02-16 20:59:46 UTC,2024-02-16 20:59:46 UTC
257,5200828282828210,971,3,2025,257,,,2024-02-16 20:59:46 UTC,2024-02-16 20:59:46 UTC
